Date,000001.SZ,000002.SZ,000063.SZ,000408.SZ,000425.SZ,000538.SZ,000568.SZ,000596.SZ,000617.SZ,000625.SZ,000651.SZ,000661.SZ,000708.SZ,000733.SZ,000768.SZ,000776.SZ,000786.SZ,000800.SZ,000807.SZ,000858.SZ,000876.SZ,000895.SZ,000938.SZ,600000.SH,600009.SH,600061.SH,600085.SH,600089.SH,600104.SH,600111.SH,600115.SH,600132.SH,600150.SH,600161.SH,600176.SH,600183.SH,600188.SH,600196.SH,600219.SH,600600.SH,600660.SH,600674.SH,600690.SH,600741.SH,600760.SH,600795.SH,600803.SH,600809.SH,600875.SH,600886.SH,600887.SH,600893.SH,601607.SH
2024-04-01,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189,0.01886792452830189
2024-04-02,0.018825059073979352,0.017970828539082905,0.0187024862302457,0.019069522200119187,0.01892794043796989,0.01875740395761133,0.018947948111246816,0.01883037855546918,0.018919614309296857,0.018942844524985715,0.01892413262371061,0.01889974326184518,0.019341955865738607,0.018650564103146482,0.018568378136127595,0.018844606470562207,0.019379834683574494,0.018798535514624567,0.019146999941764182,0.018770783711162087,0.018729355382075485,0.019078021990687716,0.018521326437731415,0.019090691684418088,0.019032273805924593,0.01878150578014732,0.018549615647033512,0.01885143479528584,0.019010522141411083,0.019195227778278545,0.01878087397559309,0.019241865430218164,0.01898058519681096,0.018829799754090774,0.01886699172169977,0.018340247324430313,0.0187545156832229,0.018888497157280085,0.019260799505969206,0.01853715270593291,0.018663573782509463,0.018847155310717213,0.019237608766613203,0.01911480668970688,0.018646156818860848,0.01913907101568177,0.01915714453428874,0.01911796623627731,0.01856591222508454,0.018870275216183972,0.01872936196861428,0.018729252091225154,0.018640851193732128
2024-04-03,0.01866244559620032,0.017313546658310378,0.018349909902410914,0.01998398977851733,0.018723941018176416,0.019174403827215643,0.019104630571985953,0.01884245345947881,0.018752468754230523,0.018748171641011342,0.019101888356477137,0.018851680578478615,0.019428904166031755,0.018013002340613652,0.01816653527595492,0.018630998032172514,0.019216201700753003,0.018630192644581347,0.020354927680591394,0.018660121619170217,0.01918072708622787,0.01893386373612335,0.01805504609936407,0.018983595839116813,0.0190250352006612,0.018604508968824103,0.018742892270780024,0.018959195228119504,0.01908305568643038,0.019802756076700696,0.018420610623583304,0.018966324697250906,0.019161007330398154,0.019132347996109342,0.01893274711876339,0.018155421389746948,0.019445842118286313,0.01889454865546648,0.01975400075627405,0.01848709494407382,0.01870392672510765,0.01878741225396809,0.019524503337400856,0.018714553537464502,0.018654583268040262,0.01909864761371051,0.018933158651908966,0.019069289936500356,0.018360019807980587,0.01881695968213762,0.018659896339261125,0.018520994958752826,0.01872501846310401
2024-04-08,0.018789581459322694,0.01707607513514608,0.018269400394378525,0.02012961816066893,0.01943006982789672,0.019341666897303687,0.01806099454532491,0.018081951679419908,0.018767867214472142,0.01937318866649024,0.018905123901603864,0.018491070087039492,0.019758858613933634,0.017176464863070205,0.018167365950826197,0.018655229683796543,0.019468000539706366,0.018706029638614226,0.019982399365574898,0.01795040179729602,0.01914798312068652,0.019182239735335383,0.017865726908957234,0.01930046320483547,0.018943018656066637,0.018343472630677687,0.018695572799115875,0.018773694211661713,0.019218101056454735,0.019918066466244368,0.01823773577804684,0.018978976228141348,0.019756492319192506,0.01877452232894885,0.018414872704587654,0.017951572967338753,0.019755330450036395,0.018677459156475198,0.019779105002763264,0.018008164861340537,0.019210679883149638,0.019564070587985764,0.019743978882814314,0.019037501399886792,0.018387465499545928,0.02013597016514101,0.019758612144197107,0.01871856350820066,0.018550384844422348,0.019491458255975716,0.01856868442899221,0.01831811514652553,0.018210586244370778
2024-04-09,0.01878152826507309,0.017096598266555494,0.018437072928645677,0.019645449917467278,0.019244150191472756,0.01933234391328458,0.01789345114027818,0.01833206301100189,0.018713666419521418,0.01932326341531613,0.018247496879703808,0.01880506338081887,0.019253589564201982,0.017141716320221035,0.01829114948772581,0.018815239494589936,0.019443849416187473,0.018751951205171105,0.01941906112374861,0.017895510429685572,0.01927480751314474,0.01909269931535128,0.01770072786338287,0.019294689692906895,0.018874170683363497,0.01841802006232131,0.019100027664409963,0.017918311130434468,0.019252694245917627,0.02082503340833004,0.018489758524007752,0.0195616659845023,0.019209822025981347,0.018971177043567395,0.018734577724064956,0.01797386966552628,0.019674759405509647,0.019198564465024253,0.019771966669031325,0.018168161690932265,0.018936161173296936,0.01942520303271423,0.019604948772856637,0.01895352173066085,0.018570045169768803,0.020107765242275942,0.01931705333639588,0.018683103298327,0.01900862037972509,0.01957822957472413,0.018675702209677812,0.018329242990471145,0.018440683540724583
2024-04-10,0.018723632191113473,0.01635804897415065,0.01823005165314099,0.019880779733484552,0.020174527118310807,0.019325853066699,0.017794341660223836,0.018381542379159958,0.018435632427015198,0.019138992691814183,0.01831664965770156,0.018489905306059283,0.019470255687663276,0.016565513597485353,0.018003958168454882,0.018774618496427167,0.019260594213150146,0.018615260519423183,0.01974989576761872,0.017634593867804853,0.019037213248021025,0.019364817924873576,0.017272867828815135,0.01948654263760122,0.018998612926362377,0.018188588353940716,0.019430321446818024,0.017834957034214238,0.019392017628529448,0.02012804843718942,0.018647929752335826,0.01968786747564348,0.01924996037253819,0.018757451540073133,0.018600693944890525,0.017381004792736916,0.020257990011108663,0.019057026834677655,0.019997277226307963,0.017914835411639646,0.019197643560163517,0.019850554904074724,0.019825609805641155,0.019093689428751774,0.018398360979799123,0.02031892826446698,0.01982210793048844,0.018782305385184935,0.019061055977193393,0.02017752746118003,0.0187184307740088,0.01830966093457137,0.01843345258925734
2024-04-11,0.018601266055695554,0.01599767586391481,0.01834905701620764,0.019327302714234686,0.020893651042845813,0.01929379978681429,0.017986099355757543,0.01845698576107958,0.01853668079620623,0.02004916658835182,0.01824057684670706,0.018363541152841074,0.019529021802684822,0.016400024074402227,0.017885593921047695,0.018606087339252078,0.019223581139611194,0.018907191529029803,0.019828661237496575,0.0174748619520391,0.018527037705678658,0.019424645533446264,0.0175775069581065,0.01933573820221025,0.018945508712883266,0.01815226619905348,0.019068811386784592,0.01821699526114639,0.01930902231073363,0.019774065004820745,0.01842417555605565,0.01974234180016196,0.019437917146056707,0.018595741432286594,0.018481495990348498,0.01717573616188935,0.0202979819432899,0.018889084643188503,0.02014860077032197,0.017714870559242975,0.019334882434916538,0.01981375703438053,0.019881811993292395,0.019101045410678977,0.018251936411688714,0.02063529811287044,0.01977072324754389,0.018633886835095877,0.020089691898465288,0.020352049182699276,0.01853391733721652,0.0180221333379444,0.018388497509281572
2024-04-12,0.018389372553728172,0.015377741402243175,0.018620774320801572,0.019688950134994748,0.020661501394005077,0.01939592846207325,0.017366906511135854,0.018233451756452697,0.01840102558116022,0.01967982818945745,0.018509109978341074,0.018545947825841572,0.019762455794484757,0.0165937376588342,0.017864411595135795,0.018409196073901502,0.019257611184326732,0.01906621673373102,0.020331166311361015,0.01737330548150689,0.018156990490452087,0.019558777758157238,0.017634995134056936,0.019180593827927216,0.018812779490263283,0.01786614756836214,0.01908665625572355,0.017987123859521562,0.019131162540770654,0.01968380790726446,0.01808658003981823,0.019252001022950497,0.019361313478254972,0.019877773464766522,0.018216633241615553,0.017995010710634127,0.02032327689412692,0.018703126886574092,0.020238910139037856,0.017435949055785327,0.01942788679302082,0.020076240521639248,0.0201252438433294,0.01910779368235433,0.018432967768677977,0.02078552499619065,0.01966662382167923,0.0184915163073535,0.020420236288172237,0.02036888677993403,0.018357928912578623,0.01816476008533004,0.018456141490159887
2024-04-15,0.018319573085883844,0.015061334295801967,0.018962866777347914,0.01933719815637982,0.021073016052253014,0.019319748571480288,0.017912149376995843,0.018495526378860868,0.019008574871593683,0.019102859274640196,0.018602738459734907,0.018507997237249767,0.01952670810079659,0.01768466881354309,0.017945245103869634,0.018140516832289826,0.019316639388780282,0.018776738038397748,0.020606199636255894,0.017743111993822728,0.01750674303638799,0.019091561836690144,0.01744133915197422,0.019126099661995286,0.018901353807001465,0.018127951751302388,0.018666248077213055,0.017761813153746888,0.018868255798397297,0.01928485425239409,0.017819143023938496,0.019235658744652242,0.020020072685294432,0.020207887200203754,0.019247121900894046,0.017461613220409688,0.02028664756080163,0.018336847394068392,0.01971143176809855,0.017607088562946988,0.0192048404787394,0.019817853988328502,0.02010350006612528,0.01900711845277424,0.01858311470122039,0.020435141070755634,0.019818360789225813,0.018886430928311878,0.02066586875939728,0.020311266221602616,0.018195746327107052,0.01819744826145996,0.01862016692056334
2024-04-16,0.018596257441292376,0.015153647176408774,0.018857892166190937,0.01768655232644098,0.020388296525774483,0.0202223810707463,0.017733641606791667,0.018157037237213708,0.01894620112206198,0.017923819922192726,0.01889247554077144,0.018799584073105252,0.01984090755127731,0.01733885825012979,0.01781097974150229,0.018260813632508064,0.019634010575700186,0.018425311255491593,0.019710947591824346,0.017741025560162806,0.017548591614283186,0.019456388228224104,0.017129215653555466,0.019327364276875557,0.019121460005110995,0.018360512372699953,0.018860697850144822,0.017936283863512845,0.01919707381055535,0.019199199772460342,0.017691036990308134,0.019034438386089456,0.019859091986554868,0.020066224885442376,0.019110007617980488,0.017066468870467262,0.020605003892241083,0.01834462174680757,0.019526431730659613,0.01786719238963366,0.019561119979390074,0.019820818568599522,0.020855202849855547,0.01920384439743503,0.019083342354717786,0.02006404977255732,0.019677038821972123,0.01888698998453171,0.02086463168410219,0.020534119755369923,0.018618441280095106,0.018264205096290915,0.019138249143888664
