step,held_p,duration,is_locked,threshold
0,0.5669044852256775,0,True,0.35
1,0.6012420654296875,1,True,0.35
2,0.5813179612159729,2,False,0.35
3,0.553895115852356,3,False,0.35
4,0.546230673789978,4,False,0.35
5,0.5458085536956787,5,False,0.35
6,0.5495011806488037,6,False,0.35
7,0.5311146974563599,7,False,0.35
8,0.5220633745193481,8,False,0.35
9,0.5034166574478149,9,False,0.35
10,0.47686827182769775,10,False,0.35
11,0.517808198928833,1,True,0.35
12,0.4785080552101135,2,False,0.35
13,0.43198162317276,3,False,0.35
14,0.3913167715072632,4,False,0.35
15,0.3675878942012787,5,False,0.35
16,0.37292301654815674,6,False,0.35
17,0.3778454065322876,7,False,0.35
18,0.3779141902923584,8,False,0.35
19,0.39168110489845276,9,False,0.35
20,0.4017902612686157,10,False,0.35
21,0.506198525428772,1,True,0.35
22,0.5034148693084717,2,False,0.35
23,0.504420280456543,3,False,0.35
24,0.5247467160224915,4,False,0.35
25,0.5495620965957642,5,False,0.35
26,0.575344979763031,6,False,0.35
27,0.5880255699157715,7,False,0.35
28,0.6014625430107117,8,False,0.35
29,0.6096570491790771,9,False,0.35
30,0.6137450933456421,10,False,0.35
31,0.6049743890762329,1,True,0.35
32,0.6300123333930969,2,False,0.35
33,0.6441307663917542,3,False,0.35
34,0.6536403894424438,4,False,0.35
35,0.6657422780990601,5,False,0.35
36,0.6690173745155334,6,False,0.35
37,0.6667081713676453,7,False,0.35
38,0.6520963311195374,8,False,0.35
39,0.6372278332710266,9,False,0.35
40,0.6111150979995728,10,False,0.35
41,0.4676227569580078,1,True,0.35
42,0.4488793909549713,2,False,0.35
43,0.4459898769855499,3,False,0.35
44,0.4405234754085541,4,False,0.35
45,0.44165289402008057,5,False,0.35
46,0.4491722285747528,6,False,0.35
47,0.45776742696762085,7,False,0.35
48,0.4679042398929596,8,False,0.35
49,0.46864259243011475,9,False,0.35
50,0.47497332096099854,10,False,0.35
51,0.613412082195282,1,True,0.35
52,0.6282181739807129,2,False,0.35
53,0.6373558640480042,3,False,0.35
54,0.6610346436500549,4,False,0.35
55,0.6823786497116089,5,False,0.35
56,0.6878729462623596,6,False,0.35
57,0.6886847019195557,7,False,0.35
58,0.6793435215950012,8,False,0.35
59,0.6772756576538086,9,False,0.35
60,0.6757941246032715,10,False,0.35
