step,held_p,duration,is_locked,threshold
0,0.5669044852256775,0,True,0.65
1,0.6012420654296875,1,True,0.65
2,0.5813179612159729,2,False,0.65
3,0.5982413291931152,1,True,0.65
4,0.5890807509422302,2,False,0.65
5,0.6303971409797668,1,True,0.65
6,0.6328803896903992,2,False,0.65
7,0.5931947231292725,1,True,0.65
8,0.5827430486679077,2,False,0.65
9,0.590463399887085,1,True,0.65
10,0.5659789443016052,2,False,0.65
11,0.5463026762008667,1,True,0.65
12,0.5084373950958252,2,False,0.65
13,0.4858723282814026,1,True,0.65
14,0.44590330123901367,2,False,0.65
15,0.37612050771713257,1,True,0.65
16,0.38618579506874084,2,False,0.65
17,0.48448318243026733,1,True,0.65
18,0.4888671040534973,2,False,0.65
19,0.3738633394241333,1,True,0.65
20,0.39087918400764465,2,False,0.65
21,0.5063715577125549,1,True,0.65
22,0.5034959316253662,2,False,0.65
23,0.5318845510482788,1,True,0.65
24,0.5452483892440796,2,False,0.65
25,0.5524681210517883,1,True,0.65
26,0.5739895105361938,2,False,0.65
27,0.496465265750885,1,True,0.65
28,0.5102411508560181,2,False,0.65
29,0.45808905363082886,1,True,0.65
30,0.46618643403053284,2,False,0.65
31,0.6049877405166626,1,True,0.65
32,0.630025327205658,2,False,0.65
33,0.49443766474723816,1,True,0.65
34,0.5017135739326477,2,False,0.65
35,0.5698956847190857,1,True,0.65
36,0.5755704641342163,2,False,0.65
37,0.5546402335166931,1,True,0.65
38,0.5395509600639343,2,False,0.65
39,0.5588951110839844,1,True,0.65
40,0.5570588111877441,2,False,0.65
41,0.48743316531181335,1,True,0.65
42,0.4676753282546997,2,False,0.65
43,0.5042863488197327,1,True,0.65
44,0.4925469756126404,2,False,0.65
45,0.440286785364151,1,True,0.65
46,0.450196236371994,2,False,0.65
47,0.6137334704399109,1,True,0.65
48,0.6118813753128052,2,False,0.65
49,0.6894944310188293,1,True,0.65
50,0.6979193687438965,2,False,0.65
51,0.7158672213554382,3,False,0.65
52,0.7283658385276794,4,False,0.65
53,0.7331844568252563,5,False,0.65
54,0.741829514503479,6,False,0.65
55,0.7485804557800293,7,False,0.65
56,0.7429831027984619,8,False,0.65
57,0.734187126159668,9,False,0.65
58,0.7149409651756287,10,False,0.65
59,0.5941290855407715,1,True,0.65
60,0.5963234305381775,2,False,0.65
