step,held_p,duration,is_locked,threshold
0,0.5669044852256775,0,True,0.45
1,0.6012420654296875,1,True,0.45
2,0.5813179612159729,2,False,0.45
3,0.553895115852356,3,False,0.45
4,0.546230673789978,4,False,0.45
5,0.5458085536956787,5,False,0.45
6,0.5495011806488037,6,False,0.45
7,0.5311146974563599,7,False,0.45
8,0.5220633745193481,8,False,0.45
9,0.5034166574478149,9,False,0.45
10,0.47686827182769775,10,False,0.45
11,0.517808198928833,1,True,0.45
12,0.4785080552101135,2,False,0.45
13,0.43198162317276,3,False,0.45
14,0.3913167715072632,4,False,0.45
15,0.37595894932746887,1,True,0.45
16,0.386094868183136,2,False,0.45
17,0.484483003616333,1,True,0.45
18,0.48886704444885254,2,False,0.45
19,0.4891294836997986,3,False,0.45
20,0.4929695427417755,4,False,0.45
21,0.48906317353248596,5,False,0.45
22,0.48545217514038086,6,False,0.45
23,0.48208147287368774,7,False,0.45
24,0.49019017815589905,8,False,0.45
25,0.4975493252277374,9,False,0.45
26,0.5165798664093018,10,False,0.45
27,0.49642592668533325,1,True,0.45
28,0.5101794004440308,2,False,0.45
29,0.522294282913208,3,False,0.45
30,0.5273130536079407,4,False,0.45
31,0.5380624532699585,5,False,0.45
32,0.5619298815727234,6,False,0.45
33,0.5753421187400818,7,False,0.45
34,0.5817910432815552,8,False,0.45
35,0.5988752245903015,9,False,0.45
36,0.610101580619812,10,False,0.45
37,0.5547477006912231,1,True,0.45
38,0.5395788550376892,2,False,0.45
39,0.5325617790222168,3,False,0.45
40,0.5124922394752502,4,False,0.45
41,0.4813730716705322,5,False,0.45
42,0.4640233516693115,6,False,0.45
43,0.4607029855251312,7,False,0.45
44,0.45937809348106384,8,False,0.45
45,0.4666499197483063,9,False,0.45
46,0.48288294672966003,10,False,0.45
47,0.6138682961463928,1,True,0.45
48,0.6119494438171387,2,False,0.45
49,0.6117491126060486,3,False,0.45
50,0.6070541143417358,4,False,0.45
51,0.6108155846595764,5,False,0.45
52,0.6120619177818298,6,False,0.45
53,0.6130144596099854,7,False,0.45
54,0.6181375980377197,8,False,0.45
55,0.6169196367263794,9,False,0.45
56,0.6180087924003601,10,False,0.45
57,0.6822278499603271,1,True,0.45
58,0.6731392741203308,2,False,0.45
59,0.6724547147750854,3,False,0.45
60,0.6670775413513184,4,False,0.45
