step,held_p,duration,is_locked,threshold
0,0.5669044852256775,0,True,0.5
1,0.6012420654296875,1,True,0.5
2,0.5813179612159729,2,False,0.5
3,0.553895115852356,3,False,0.5
4,0.546230673789978,4,False,0.5
5,0.5458085536956787,5,False,0.5
6,0.5495011806488037,6,False,0.5
7,0.5311146974563599,7,False,0.5
8,0.5220633745193481,8,False,0.5
9,0.5034166574478149,9,False,0.5
10,0.47686827182769775,10,False,0.5
11,0.517808198928833,1,True,0.5
12,0.4785080552101135,2,False,0.5
13,0.43198162317276,3,False,0.5
14,0.41957464814186096,1,True,0.5
15,0.4117228090763092,2,False,0.5
16,0.4978281855583191,1,True,0.5
17,0.5022135376930237,2,False,0.5
18,0.5064389705657959,3,False,0.5
19,0.5040830969810486,4,False,0.5
20,0.5068681240081787,5,False,0.5
21,0.5001881718635559,6,False,0.5
22,0.5035387277603149,7,False,0.5
23,0.5085020065307617,8,False,0.5
24,0.5204412341117859,9,False,0.5
25,0.5327627062797546,10,False,0.5
26,0.5823829770088196,1,True,0.5
27,0.5993423461914062,2,False,0.5
28,0.6206039190292358,3,False,0.5
29,0.6331130862236023,4,False,0.5
30,0.6411609649658203,5,False,0.5
31,0.6451843976974487,6,False,0.5
32,0.6514802575111389,7,False,0.5
33,0.6538282632827759,8,False,0.5
34,0.6510925889015198,9,False,0.5
35,0.6509997248649597,10,False,0.5
36,0.6158493757247925,1,True,0.5
37,0.607632040977478,2,False,0.5
38,0.5867223739624023,3,False,0.5
39,0.5675429105758667,4,False,0.5
40,0.5434874892234802,5,False,0.5
41,0.5119709968566895,6,False,0.5
42,0.4962477684020996,7,False,0.5
43,0.4951723515987396,8,False,0.5
44,0.5493077635765076,1,True,0.5
45,0.5355138182640076,2,False,0.5
46,0.550459623336792,3,False,0.5
47,0.5634399652481079,4,False,0.5
48,0.5674415230751038,5,False,0.5
49,0.579703152179718,6,False,0.5
50,0.5879154801368713,7,False,0.5
51,0.6067516207695007,8,False,0.5
52,0.6180500984191895,9,False,0.5
53,0.6230399012565613,10,False,0.5
54,0.5596820712089539,1,True,0.5
55,0.5777486562728882,2,False,0.5
56,0.5947204828262329,3,False,0.5
57,0.6193373203277588,4,False,0.5
58,0.6351642608642578,5,False,0.5
59,0.6442188024520874,6,False,0.5
60,0.6523200273513794,7,False,0.5
