step,held_p,duration,is_locked,threshold
0,0.5669044852256775,0,True,0.6
1,0.6012420654296875,1,True,0.6
2,0.5813179612159729,2,False,0.6
3,0.553895115852356,3,False,0.6
4,0.6270949840545654,1,True,0.6
5,0.6247961521148682,2,False,0.6
6,0.626815140247345,3,False,0.6
7,0.6188430786132812,4,False,0.6
8,0.6256062984466553,5,False,0.6
9,0.6089897751808167,6,False,0.6
10,0.5831701159477234,7,False,0.6
11,0.5642995238304138,8,False,0.6
12,0.4997514486312866,1,True,0.6
13,0.4664880335330963,2,False,0.6
14,0.4197625517845154,1,True,0.6
15,0.4118320047855377,2,False,0.6
16,0.4978283941745758,1,True,0.6
17,0.5022135376930237,2,False,0.6
18,0.4395599067211151,1,True,0.6
19,0.4463199973106384,2,False,0.6
20,0.48726144433021545,1,True,0.6
21,0.4982353150844574,2,False,0.6
22,0.48485350608825684,1,True,0.6
23,0.4848855435848236,2,False,0.6
24,0.5443398356437683,1,True,0.6
25,0.5516033172607422,2,False,0.6
26,0.5823541879653931,1,True,0.6
27,0.5993317365646362,2,False,0.6
28,0.5148894786834717,1,True,0.6
29,0.5222281217575073,2,False,0.6
30,0.6141946911811829,1,True,0.6
31,0.6179397702217102,2,False,0.6
32,0.6275151968002319,3,False,0.6
33,0.6244131326675415,4,False,0.6
34,0.6217235922813416,5,False,0.6
35,0.6264747977256775,6,False,0.6
36,0.6228877305984497,7,False,0.6
37,0.6193520426750183,8,False,0.6
38,0.6060816645622253,9,False,0.6
39,0.6002151370048523,10,False,0.6
40,0.5275774002075195,1,True,0.6
41,0.4900137186050415,2,False,0.6
42,0.504697322845459,1,True,0.6
43,0.5036347508430481,2,False,0.6
44,0.5492038726806641,1,True,0.6
45,0.5355556011199951,2,False,0.6
46,0.6284874677658081,1,True,0.6
47,0.6427593231201172,2,False,0.6
48,0.6475051641464233,3,False,0.6
49,0.6497565507888794,4,False,0.6
50,0.652707576751709,5,False,0.6
51,0.6593133211135864,6,False,0.6
52,0.6599570512771606,7,False,0.6
53,0.6577954292297363,8,False,0.6
54,0.664456307888031,9,False,0.6
55,0.6676377058029175,10,False,0.6
56,0.5325696468353271,1,True,0.6
57,0.5465252995491028,2,False,0.6
58,0.6423935890197754,1,True,0.6
59,0.6504497528076172,2,False,0.6
60,0.6502838730812073,3,False,0.6
