Date,portfolio_value,daily_return
2024-04-01,0.9964870337431746,-0.003512966256825354
2024-04-02,0.999862501135968,0.0033873670991120615
2024-04-03,0.9944215392715404,-0.005441710093383778
2024-04-08,0.9860759706987824,-0.008392385163812445
2024-04-09,0.9837305097191212,-0.002378580402886206
2024-04-10,0.9889962493752167,0.005352827429942183
2024-04-11,0.980126049979037,-0.008968890834301309
2024-04-12,1.0047181844126112,0.02509078749013986
2024-04-15,0.9858705771837453,-0.018759098343467066
2024-04-16,1.0053362889064372,0.019744692836151184
2024-04-17,1.006864195100855,0.0015197961232254681
2024-04-18,1.007815336680905,0.0009446572682572088
2024-04-19,0.9982863095655948,-0.009455132074783303
2024-04-22,0.9787622458152472,-0.019557579387063363
2024-04-23,0.9834319596604769,0.004771040020388385
2024-04-24,0.9820513115084223,-0.0014039081590670052
2024-04-25,0.991829129410667,0.009956524458203856
2024-04-26,0.9964263403152442,0.004635083572619966
2024-04-29,1.0032755866824754,0.0068738110285845415
2024-04-30,1.019683125528851,0.016353970000037854
2024-05-06,1.0228362611419821,0.0030922700731129435
2024-05-07,1.0139175236200653,-0.008719614136439745
2024-05-08,1.026900316805046,0.012804585069826235
2024-05-09,1.0287690371170226,0.0018197679768867808
2024-05-10,1.0301331331572445,0.0013259497428544332
2024-05-13,1.029962634832129,-0.0001655109612803936
2024-05-14,1.0194332378295123,-0.010223086398015462
2024-05-15,1.021395933455428,0.0019252811788776942
2024-05-16,1.02744988482529,0.005927134788349114
2024-05-17,1.0345970775148996,0.006956244577150281
2024-05-20,1.0289085632434325,-0.005498289522652567
2024-05-21,1.0240096684184965,-0.004761253817825412
2024-05-22,1.0137499292755991,-0.010019181907474297
2024-05-23,1.0087915643229033,-0.004891112501718244
2024-05-24,1.0195101802352737,0.010625203750157181
2024-05-27,1.0105259690175177,-0.008812282007505586
2024-05-28,1.012040452017884,0.001498707650075438
2024-05-29,1.0041210761643447,-0.007825157421078574
2024-05-30,0.9985386287240373,-0.005559536168319298
2024-05-31,0.999178430597097,0.0006407382295037518
2024-06-03,1.0085220369886025,0.009351289124527875
2024-06-04,1.0050380897927234,-0.003454507753030395
2024-06-05,1.010359525821471,0.005294760549667489
2024-06-06,1.0165644996928993,0.006141352372942018
2024-06-07,1.0126349291499368,-0.003865539809967561
2024-06-11,1.0123615297173445,-0.000269988151427744
2024-06-12,1.0069823672423652,-0.005313479737303966
2024-06-13,1.0010076990284693,-0.005933240152215997
2024-06-14,0.9980174336586181,-0.0029872551157732923
2024-06-17,1.0043433980362433,0.006338530935712287
2024-06-18,0.9969501605285189,-0.00736126460549257
2024-06-19,0.9929565323589176,-0.004005845354881386
2024-06-20,0.994615395899316,0.001670630572778102
2024-06-21,0.9871364455201186,-0.007519439584418558
2024-06-24,0.9807898640973699,-0.006429284879057145
2024-06-25,0.9870037464844412,0.006335589930662854
2024-06-26,0.9764102090669002,-0.010733026551594704
2024-06-27,0.9966765015378004,0.0207559202911935
2024-06-28,0.9966565680077696,-1.9999999999999998e-05
