Date,adjopen,adjhigh,adjlow,adjclose,amount,amp,body
1999-01-04,549.3525012731552,549.3525012731552,525.1386169195175,547.8391335010529,9276250.0,0.04407713498622763,-0.062499999999997426
1999-01-05,538.7589268684387,547.8391335010529,532.7054557800293,541.0289785265923,4964781.25,0.02808988764045124,0.14999999999999009
1999-01-06,538.7589268684387,543.2990301847458,520.5985136032104,522.868565261364,10606850.0,0.04213483146067593,-0.6999999999999692
1999-01-07,523.6252491474152,523.6252491474152,505.4648358821869,522.1118813753128,9845437.5,0.03468208092485733,-0.08333333333332875
1999-01-08,523.6252491474152,523.6252491474152,504.7081519961357,513.7883586287498,15073800.0,0.03612716763005964,-0.5199999999999726
1999-01-11,513.7883586287498,514.545042514801,506.97820365428925,508.4915714263916,11445000.0,0.014727540500738294,-0.6999999999999075
1999-01-12,508.4915714263916,517.5717780590057,508.4915714263916,517.5717780590057,4377600.0,0.01785714285714479,0.9999999999998899
1999-01-13,487.3044226169586,510.76162308454514,479.73758375644684,494.8712614774704,12291112.5,0.06366459627329384,0.24390243902438238
1999-01-14,497.8979970216751,500.9247325658798,487.3044226169586,497.8979970216751,4482625.0,0.027355623100305905,0.0
1999-01-15,494.8712614774704,513.0316747426987,491.8445259332657,511.5183069705963,3684200.0,0.04281345565749428,0.7857142857142487
1999-01-19,514.545042514801,520.5985136032104,503.95146811008453,520.5985136032104,6075900.0,0.032352941176472465,0.36363636363634183
1999-01-20,516.0584102869034,520.5985136032104,506.97820365428925,506.97820365428925,6038375.0,0.02639296187683473,-0.6666666666666177
1999-01-21,514.545042514801,514.545042514801,501.681416451931,505.4648358821869,6350175.0,0.025000000000001892,-0.7058823529411216
1999-01-22,499.41136479377747,538.7589268684387,493.35789370536804,532.7054557800293,19830800.0,0.09090909090909273,0.7333333333333172
1999-01-25,532.7054557800293,532.7054557800293,497.8979970216751,509.2482553124428,28022037.5,0.06534090909091085,-0.6739130434782414
1999-01-26,505.4648358821869,509.2482553124428,475.19748044013977,485.79105484485626,24989850.0,0.0673652694610797,-0.5777777777777607
1999-01-27,484.2776870727539,488.817790389061,464.6039060354233,475.19748044013977,7787200.0,0.05000000000000195,-0.3749999999999845
1999-01-28,478.2242159843445,484.2776870727539,463.0905382633209,472.17074489593506,8755500.0,0.04430379746835642,-0.28571428571427226
1999-01-29,469.9006932377815,473.6841126680374,463.0905382633209,466.8739576935768,12112481.25,0.02254428341385071,-0.2857142857142587
1999-02-01,463.0905382633209,474.4407965540886,454.76701551675797,473.6841126680374,6193487.5,0.04248366013072102,0.5384615384615111
1999-02-02,469.14400935173035,484.2776870727539,469.14400935173035,476.7108482122421,9394875.0,0.03225806451613109,0.49999999999996697
1999-02-03,476.7108482122421,489.57447427511215,476.7108482122421,485.79105484485626,9758400.0,0.026984126984129025,0.7058823529411216
1999-02-04,482.76431930065155,487.3044226169586,482.76431930065155,482.76431930065155,5710100.0,0.009404388714735593,0.0
1999-02-05,484.2776870727539,484.2776870727539,472.17074489593506,472.92742878198624,9656250.0,0.025000000000002014,-0.9374999999999225
1999-02-08,472.17074489593506,475.19748044013977,457.7937510609627,464.6039060354233,5598912.5,0.03685897435897639,-0.43478260869562724
