Date,adjopen,adjhigh,adjlow,adjclose,amount,amp,body
1999-01-04,174.0,177.0,165.75,168.0,69826400.0,0.06465517241379848,-0.5333333333332859
1999-01-05,167.625,171.375,162.0,166.125,144849925.0,0.05592841163311525,-0.15999999999998293
1999-01-06,168.75,170.25,162.75,163.5,163925100.0,0.04444444444445011,-0.6999999999999067
1999-01-07,162.0,169.875,161.25,164.625,133154187.5,0.053240740740746584,0.30434782608692124
1999-01-08,171.0,171.75,166.125,168.0,97381200.0,0.03289473684211092,-0.5333333333332385
1999-01-11,171.0,191.625,171.0,191.25,307020000.0,0.12061403508772443,0.9818181818181343
1999-01-12,193.5,198.0,184.5,189.0,236612250.0,0.06976744186046993,-0.3333333333333086
1999-01-13,177.0,196.875,166.5,166.5,286010925.0,0.1716101694915301,-0.34567901234566767
1999-01-14,151.5,153.0,132.0,135.0,497533500.0,0.1386138613861443,-0.7857142857142484
1999-01-15,138.0,138.0,126.0,134.25,188471337.5,0.08695652173913705,-0.31249999999997397
1999-01-19,140.25,144.0,130.125,132.75,91130662.5,0.09893048128342889,-0.5405405405405016
1999-01-20,132.75,134.625,124.5,132.0,116252400.0,0.07627118644068492,-0.07407407407406676
1999-01-21,125.25,127.5,118.5,126.0,137684400.0,0.07185628742515711,0.08333333333332407
1999-01-22,124.5,132.375,123.75,129.375,98961093.75,0.06927710843374242,0.5652173913042823
1999-01-25,132.75,135.0,128.25,128.625,76521156.25,0.050847457627125794,-0.6111111111110206
1999-01-26,130.5,135.0,128.25,132.0,51189600.0,0.051724137931041754,0.2222222222221893
1999-01-27,132.75,133.5,127.125,127.5,33167000.0,0.048022598870063674,-0.8235294117645767
1999-01-28,132.0,138.0,130.875,137.25,106565475.0,0.053977272727279896,0.7368421052630545
1999-01-29,138.75,141.0,135.0,137.625,70734662.5,0.04324324324325014,-0.18749999999996875
1999-02-01,149.625,152.625,145.875,149.25,221357650.0,0.0451127819548936,-0.05555555555554732
1999-02-02,150.375,151.875,143.625,145.875,83608256.25,0.05486284289277437,-0.5454545454544794
1999-02-03,144.0,147.0,120.0,125.625,266823312.5,0.18750000000000563,-0.6805555555555304
1999-02-04,106.5,114.0,105.0,113.625,240886893.75,0.08450704225352973,0.7916666666665787
1999-02-05,102.0,103.5,99.0,100.875,170599800.0,0.04411764705883291,-0.24999999999994443
1999-02-08,102.0,103.125,100.875,102.75,78850350.0,0.022058823529421356,0.33333333333318516
1999-02-09,102.75,103.125,100.5,100.5,40411050.0,0.025547445255483938,-0.8571428571425306
1999-02-10,100.875,101.25,99.375,99.75,35231700.0,0.018587360594805268,-0.59999999999968
1999-02-11,100.125,103.5,100.125,103.125,45361250.0,0.03370786516854898,0.8888888888886255
1999-02-12,104.25,106.5,101.625,105.375,57508406.25,0.0467625899280667,0.23076923076918343
1999-02-16,106.5,107.25,102.375,102.375,31751606.25,0.0457746478873329,-0.8461538461536726
1999-02-17,102.0,104.25,101.25,102.0,48604700.0,0.02941176470589187,0.0
1999-02-18,102.375,103.125,101.625,102.75,29955050.0,0.014652014652024278,0.24999999999983333
1999-02-19,102.75,108.0,101.625,105.75,27175987.5,0.06204379562044709,0.4705882352940438
1999-02-22,112.5,117.0,111.0,115.875,125482968.75,0.053333333333341754,0.5624999999999063
1999-02-23,116.25,118.125,110.625,112.5,55370625.0,0.06451612903226611,-0.49999999999993333
