Date,adjopen,adjhigh,adjlow,adjclose,amount,amp,body,label_ensemble_soft,label_micro_raw,ssm3_p,ssm3_q_bear,ssm3_q_bull,ssm3_pred,ssm3_true,ssm3_pred_inertial,ssm3_true_micro
1996-01-18,12.879999999999017,13.99999999999893,12.499999999999044,13.1,372105.5,0.1164596273292612,0.1466666666672353,0.12313521,0.037034057,,,,,,,
1996-01-19,11.999999999998956,12.459999999998915,11.24999999999902,11.51,301941.83,0.1008333333334083,-0.4049586776847889,0.12313521,0.037034057,,,,,,,
1996-01-22,10.799999999999006,11.119999999998976,10.299999999999052,10.86,519129.72,0.0759259259260114,0.0731707317084462,0.12313521,0.037034057,,,,,,,
1996-01-23,10.649999999999002,10.799999999998988,10.509999999999016,10.67,174262.44,0.0272300469484481,0.068965517244589,0.12313521,0.037034057,,,,,,,
1996-01-24,10.779999999998992,10.879999999998985,10.619999999999006,10.7,94791.3,0.0241187384045433,-0.3076923076872783,0.12313521,0.037034057,,,,,,,
1996-01-25,10.699999999998983,11.079999999998948,10.40999999999901,10.52,187213.92,0.0626168224299941,-0.2686567164160182,0.12313521,0.037034057,,,,,,,
1996-01-26,10.359999999999026,10.74999999999899,10.299999999999033,10.63,81075.01000000001,0.0434362934363856,0.6000000000008907,0.12313521,0.037034057,,,,,,,
1996-01-29,10.599999999999012,10.759999999998998,10.549999999999018,10.74,63967.44,0.0198113207548093,0.6666666666682628,0.12314349,0.037034057,,,,,,,
1996-01-30,10.899999999998975,10.949999999998967,10.41999999999902,10.63,60229.58,0.0486238532110964,-0.5094339622613036,0.12318986,0.037034057,,,,,,,
1996-01-31,10.499999999999012,10.799999999998985,10.459999999999017,10.64,67968.32,0.0323809523810445,0.4117647058840873,0.12335619,0.037034057,,,,,,,
1996-02-01,10.629999999999004,10.75999999999899,10.579999999999009,10.66,31692.18,0.0169332079022562,0.1666666666712885,0.1238623,0.037034057,,,,,,,
1996-02-02,10.599999999999012,10.749999999998998,10.439999999999026,10.73,62480.79,0.0292452830189595,0.419354838711551,0.12524727,0.09326232,,,,,,,
1996-02-05,10.849999999998946,11.00999999999893,10.299999999999,10.3,128235.0,0.0654377880185192,-0.7746478873214441,0.12865666,0.09326232,,,,,,,
1996-02-06,10.179999999998987,10.34999999999897,9.999999999999003,10.05,69425.40000000001,0.0343811394892892,-0.3714285714246525,0.1362087,0.09326232,,,,,,,
1996-02-07,10.099999999998998,10.109999999998996,10.049999999999002,10.08,23859.36,0.0059405940595042,-0.3333333333111096,0.15126441,0.09326232,,,,,,,
1996-02-08,10.089999999998986,10.099999999998984,9.949999999999,9.95,24536.7,0.0148662041626349,-0.9333333333204392,0.17828396,0.09326232,,,,,,,
1996-02-09,9.909999999998991,9.999999999998982,9.799999999999002,9.82,24265.22,0.0201816347125105,-0.44999999999275,0.22194234,0.09326232,,,,,,,
1996-02-12,9.849999999999005,9.939999999998996,9.719999999999018,9.9,18730.8,0.0223350253808098,0.2272727272762422,0.28546506,0.9833202,,,,,,,
1996-02-13,9.809999999999034,10.249999999998993,9.809999999999034,10.16,34747.2,0.0448521916412798,0.795454545455011,0.36869967,0.9833202,,,,,,,
1996-02-14,10.169999999998998,10.37999999999898,10.129999999999002,10.15,26491.5,0.0245821042282179,-0.0799999999956782,0.466923,0.9833202,,,,,,,
1996-02-15,10.129999999999011,10.349999999998987,10.099999999999014,10.25,27859.5,0.024679170779958,0.4800000000020823,0.5713142,0.9833202,0.5371167,0.01831607,0.021987058,1.0,1.0,1.0,0.9833202
1996-02-16,10.329999999999036,10.859999999998989,10.29999999999904,10.72,106953.44,0.0542110358180973,0.6964285714291137,0.6712306,0.9833202,0.6007261,0.01807727,0.018796828,1.0,1.0,1.0,0.9833202
1996-03-04,11.379999999999065,12.269999999998989,11.379999999999065,12.14,664312.9400000001,0.0782073813709069,0.8539325842698281,0.7573492,0.9833202,0.7474682,0.023071568,0.018651815,1.0,1.0,1.0,0.9833202
1996-03-05,11.99999999999908,13.279999999998982,11.909999999999089,13.05,1118358.9,0.1141666666667404,0.7664233576644053,0.82418245,0.9833202,0.8709402,0.02838107,0.019710995,1.0,1.0,1.0,0.9833202
1996-03-06,12.849999999998897,13.06999999999888,11.619999999999004,11.66,720238.2,0.1128404669261391,-0.8206896551711564,0.87087566,0.5559942,0.875494,0.024217298,0.020475263,1.0,1.0,1.0,0.5559942
1996-03-07,11.579999999999044,12.189999999998994,11.579999999999044,12.12,341008.32,0.0526770293610489,0.8852459016395313,0.90023834,0.5559942,0.8848358,0.019706283,0.019219575,1.0,1.0,1.0,0.5559942
1996-03-08,12.099999999998996,12.099999999998996,11.749999999999025,12.06,175738.32,0.028925619834791,-0.1142857142825271,0.91685426,0.5559942,0.88301593,0.018161085,0.019260952,1.0,1.0,1.0,0.5559942
1996-03-11,12.189999999999008,12.559999999998976,12.03999999999902,12.27,353167.41,0.042657916324935,0.1538461538477799,0.9253135,0.5559942,0.887761,0.01823862,0.018902477,1.0,1.0,1.0,0.5559942
1996-03-12,12.149999999998998,12.199999999998992,11.799999999999027,12.12,157014.59999999998,0.0329218106996678,-0.0749999999973172,0.9291895,0.5559942,0.8841492,0.019212207,0.019307947,1.0,1.0,1.0,0.5559942
1996-03-13,11.999999999999012,12.279999999998989,11.91999999999902,12.15,84697.65000000001,0.0300000000000807,0.4166666666682894,0.9307935,0.5559942,0.8796786,0.018865572,0.019315487,1.0,1.0,1.0,0.5559942
1996-03-14,12.159999999998998,12.279999999998989,12.079999999999004,12.14,76093.52,0.0164473684211334,-0.0999999999944969,0.9314134,0.5559942,0.8717108,0.01715798,0.019221831,1.0,1.0,1.0,0.5559942
1996-03-15,12.079999999999009,12.179999999998998,11.879999999999024,12.15,75949.65000000001,0.0248344370861733,0.2333333333358866,0.93169475,0.5559942,0.86491144,0.016025268,0.0191078,1.0,1.0,1.0,0.5559942
1996-03-18,12.09999999999901,12.279999999998994,12.09999999999901,12.23,87799.17,0.0148760330579325,0.7222222222237763,0.93196994,0.5559942,0.8614252,0.015765823,0.019032275,1.0,1.0,1.0,0.5559942
1996-03-19,12.25999999999899,12.309999999998988,12.149999999999,12.15,95158.8,0.0130505709625601,-0.6874999999894463,0.93248403,0.5226093,0.8507325,0.014591592,0.019371236,1.0,1.0,1.0,0.5226093
1996-03-20,12.199999999999012,12.349999999999,12.199999999999012,12.35,59539.35,0.012295081967294,1.0000000000000004,0.93351966,0.5226093,0.85296875,0.0150641855,0.018900583,1.0,1.0,1.0,0.5226093
1996-03-21,12.359999999998998,12.58999999999898,12.309999999999002,12.34,131297.6,0.022653721682927,-0.0714285714247423,0.9354278,0.5226093,0.84853536,0.01454924,0.019163514,1.0,1.0,1.0,0.5226093
1996-03-22,12.289999999999017,12.519999999998998,12.289999999999017,12.5,87600.0,0.018714401952887,0.913043478261251,0.9385738,0.5226093,0.8515973,0.01462886,0.018974358,1.0,1.0,1.0,0.5226093
1996-03-25,12.57999999999899,12.619999999998983,12.419999999999002,12.45,68786.25,0.015898251192447,-0.6499999999917544,0.9432152,0.5226093,0.8432829,0.0137260575,0.019464517,1.0,1.0,1.0,0.5226093
1996-03-26,12.499999999998977,12.499999999998977,12.199999999999,12.22,91307.84,0.0240000000000781,-0.9333333333268848,0.9493427,0.5226093,0.8241068,0.012393523,0.020250726,1.0,1.0,1.0,0.5226093
1996-03-27,12.179999999999028,12.549999999999,12.119999999999033,12.55,89406.20000000001,0.0353037766831664,0.8604651162793953,0.95658153,0.5226093,0.82538116,0.013039421,0.019462183,1.0,1.0,1.0,0.5226093
1996-03-28,12.39999999999899,12.64999999999897,12.239999999999002,12.28,134171.28,0.0330645161291103,-0.2926829268261143,0.96423393,0.5226093,0.8107645,0.012064129,0.020298539,1.0,1.0,1.0,0.5226093
1996-03-29,12.249999999999025,12.559999999999,12.239999999999023,12.52,73467.36,0.0261224489796714,0.84375000000048,0.97147274,0.5226093,0.8125144,0.012578788,0.019725101,1.0,1.0,1.0,0.5226093
1996-04-01,12.799999999998969,12.89999999999896,12.349999999999005,12.41,242523.666,0.0429687500000748,-0.7090909090878007,0.9776003,0.5226093,0.803974,0.012007594,0.02028306,1.0,1.0,1.0,0.5226093
1996-04-02,12.439999999998992,12.47999999999899,12.349999999999,12.35,70901.34999999999,0.0104501607717837,-0.6923076922946707,0.9822417,0.49669838,0.78969723,0.011633444,0.02076535,1.0,1.0,1.0,0.49669838
1996-04-03,12.349999999999005,12.479999999998991,12.309999999999008,12.39,33019.35,0.0137651821863146,0.2352941176515619,0.9853877,0.49669838,0.7784241,0.011679126,0.020704985,1.0,1.0,1.0,0.49669838
1996-04-04,12.349999999999005,12.399999999999,12.279999999999008,12.39,53859.33,0.0097165991903637,0.3333333333388896,0.9872958,0.49669838,0.7692181,0.011707692,0.020665932,1.0,1.0,1.0,0.49669838
1996-04-05,12.299999999999024,12.69999999999899,12.299999999999024,12.6,51345.0,0.0325203252033305,0.7500000000006275,0.98833144,0.49669838,0.7747646,0.01232238,0.019954234,1.0,1.0,1.0,0.49669838
1996-04-08,12.599999999998987,12.649999999998984,12.359999999999006,12.44,68693.68,0.0230158730159506,-0.5517241379256832,0.9888344,0.49669838,0.76566505,0.011797406,0.02054415,1.0,1.0,1.0,0.49669838
1996-04-09,12.469999999999,12.509999999998994,12.389999999999004,12.45,24526.5,0.009623095429109,-0.1666666666569535,0.989053,0.6885995,0.75701964,0.011733365,0.020634107,1.0,1.0,1.0,0.6885995
1996-04-10,12.449999999999005,12.559999999998997,12.399999999999007,12.5,42825.0,0.0128514056225692,0.3125000000043036,0.989138,0.6885995,0.7528958,0.01182095,0.020521548,1.0,1.0,1.0,0.6885995
1996-04-11,12.49999999999902,12.779999999999,12.469999999999024,12.77,80859.64,0.0248000000000778,0.8709677419359038,0.9891676,0.6885995,0.7666026,0.012586352,0.019721359,1.0,1.0,1.0,0.6885995
1996-04-12,12.94999999999901,13.469999999998972,12.899999999999014,13.1,360027.3,0.0440154440155179,0.2631578947381364,0.9891768,0.6885995,0.7923254,0.013488812,0.019102313,1.0,1.0,1.0,0.6885995
1996-04-15,13.279999999998989,13.36999999999898,13.089999999999003,13.14,105001.74,0.0210843373494712,-0.4999999999946394,0.9891794,0.6885995,0.81026447,0.013559191,0.019118564,1.0,1.0,1.0,0.6885995
1996-04-16,13.179999999998982,13.419999999998964,12.879999999999006,12.95,191660.0,0.0409711684370984,-0.4259259259232874,0.9891794,0.6885995,0.81051993,0.01256583,0.019811582,1.0,1.0,1.0,0.6885995
1996-04-17,13.049999999998986,13.099999999998982,12.819999999999004,12.86,117926.2,0.0214559386973929,-0.6785714285654404,0.9891794,0.79712737,0.79949725,0.011773621,0.020621281,1.0,1.0,1.0,0.79712737
1996-04-18,12.85999999999902,13.129999999999,12.829999999999025,13.13,68840.59000000001,0.0233281493002315,0.9000000000003343,0.9891794,0.79712737,0.80517995,0.012345231,0.019964438,1.0,1.0,1.0,0.79712737
1996-04-19,13.269999999999012,13.499999999998996,13.099999999999024,13.45,210290.75,0.0301431801055743,0.450000000001375,0.9891794,0.79712737,0.82212865,0.013129406,0.019340644,1.0,1.0,1.0,0.79712737
1996-04-22,13.599999999998987,13.97999999999896,13.419999999999002,13.45,310910.2,0.0411764705883058,-0.2678571428548796,0.9891794,0.79712737,0.8318874,0.013035482,0.019445695,1.0,1.0,1.0,0.79712737
1996-04-23,13.449999999999058,14.299999999999,13.449999999999058,14.3,272171.9,0.0631970260223746,1.0000000000000002,0.9891794,0.79712737,0.86955523,0.014498985,0.018711338,1.0,1.0,1.0,0.79712737
1996-04-24,14.489999999999034,15.15999999999899,14.39999999999904,15.0,343500.0,0.0524499654935091,0.6710526315793798,0.9891794,0.79712737,0.9137527,0.015971115,0.018323634,1.0,1.0,1.0,0.79712737
1996-04-25,15.25999999999896,15.26999999999896,14.40999999999902,14.7,353976.0,0.0563564875492099,-0.6511627906957543,0.9891794,0.79712737,0.92371845,0.015891075,0.018542511,1.0,1.0,1.0,0.79712737
1996-04-26,14.579999999999062,15.999999999998971,14.579999999999062,15.57,403340.85,0.0973936899863445,0.6971830985917634,0.9891794,0.79712737,0.9491157,0.016012257,0.018343758,1.0,1.0,1.0,0.79712737
1996-04-29,15.969999999999004,16.469999999998972,15.489999999999034,16.0,386592.0,0.0613650594865959,0.0306122448989461,0.9891794,0.79712737,0.96558183,0.017379599,0.018268486,1.0,1.0,1.0,0.79712737
1996-04-30,15.90999999999893,16.169999999998915,14.819999999999006,14.9,289462.3,0.0848522941546772,-0.748148148146852,0.9891794,0.79712737,0.955218,0.014680386,0.019447224,1.0,1.0,1.0,0.79712737
1996-05-02,15.799999999998947,15.959999999998937,14.809999999999013,15.0,258375.0,0.072784810126641,-0.6956521739115691,0.9891794,0.79712737,0.9459024,0.012441917,0.020172596,1.0,1.0,1.0,0.79712737
1996-05-03,14.999999999999016,15.379999999998992,14.799999999999027,15.24,119969.28,0.0386666666667308,0.4137931034492861,0.9891794,0.79712737,0.9415242,0.012311266,0.020206846,1.0,1.0,1.0,0.79712737
1996-05-06,15.409999999999028,16.099999999998985,15.409999999999028,15.84,114744.96,0.0447761194030472,0.623188405797646,0.9891794,0.79712737,0.9470593,0.012991934,0.019620538,1.0,1.0,1.0,0.79712737
1996-05-07,15.999999999998966,16.09999999999896,15.249999999999014,15.47,116535.51,0.0531250000000592,-0.6235294117627946,0.9891794,0.79712737,0.9411338,0.012353314,0.020262921,1.0,1.0,1.0,0.79712737
1996-05-08,15.349999999999024,15.859999999998992,15.349999999999024,15.76,144156.72,0.0332247557003887,0.8039215686278379,0.98917973,0.79712737,0.9394923,0.012215513,0.020352298,1.0,1.0,1.0,0.79712737
1996-05-09,15.679999999999003,16.06999999999898,15.679999999999003,15.78,140631.36,0.024872448979654,0.2564102564121647,0.9891811,0.79712737,0.9354657,0.011973034,0.020655237,1.0,1.0,1.0,0.79712737
1996-05-10,15.879999999999033,16.459999999999,15.699999999999042,16.38,202620.6,0.0478589420655513,0.6578947368425482,0.98918533,0.79712737,0.94090307,0.012406882,0.020148624,1.0,1.0,1.0,0.79712737
1996-05-13,16.499999999998998,16.60999999999899,16.249999999999012,16.43,144764.73,0.0218181818182411,-0.1944444444411339,0.9891976,0.79712737,0.94255847,0.012348597,0.020156462,1.0,1.0,1.0,0.79712737
1996-05-14,16.49999999999902,16.799999999999002,16.199999999999037,16.8,263642.4,0.0363636363636948,0.5000000000008306,0.9892292,0.79712737,0.9488474,0.012578379,0.01993483,1.0,1.0,1.0,0.79712737
1996-05-15,16.74999999999905,17.749999999998995,16.69999999999905,17.6,210161.6,0.0626865671642352,0.8095238095239865,0.9893019,0.79712737,0.9656705,0.013765846,0.019212557,1.0,1.0,1.0,0.79712737
1996-05-16,17.879999999998972,17.969999999998965,17.22999999999901,17.35,221073.7,0.0413870246085546,-0.7162162162139004,0.9894516,0.79712737,0.96634245,0.013482278,0.019304257,1.0,1.0,1.0,0.79712737
1996-05-17,17.349999999999003,17.349999999999003,17.349999999999003,17.35,0.0,5.763688760806916e-14,0.9983125437429408,0.9897273,0.79712737,0.96339226,0.012651618,0.019972725,1.0,1.0,1.0,0.79712737
1996-05-20,18.079999999998986,18.19999999999898,17.50999999999902,17.8,249858.6,0.0381637168142123,-0.4057971014472407,0.9901819,0.79712737,0.96463513,0.012305497,0.02045808,1.0,1.0,1.0,0.79712737
1996-05-21,17.79999999999893,17.79999999999893,16.599999999999003,16.63,154226.62,0.067415730337131,-0.974999999998356,0.99085265,0.79712737,0.9492772,0.011051697,0.022251038,1.0,1.0,1.0,0.79712737
1996-05-22,16.499999999999037,17.47999999999898,16.44999999999904,17.09,257819.74,0.0624242424242993,0.5728155339809939,0.99173814,0.79712737,0.93934095,0.011168037,0.022114418,1.0,1.0,1.0,0.79712737
1996-05-23,17.09999999999896,17.149999999998954,16.399999999999,16.41,109290.6,0.0438596491228629,-0.9199999999974438,0.9927842,0.79712737,0.91555053,0.010610471,0.02356493,1.0,1.0,1.0,0.79712737
1996-05-24,16.299999999999002,16.48999999999899,16.00999999999902,16.33,107255.44,0.0294478527607956,0.0625000000019486,0.99389005,0.97623277,0.88864255,0.010613884,0.023761496,1.0,1.0,1.0,0.97623277
1996-05-27,16.589999999999026,17.099999999998996,16.49999999999903,17.0,147356.0,0.0361663652803474,0.6833333333338559,0.9949361,0.97623277,0.88535506,0.011185581,0.022025263,1.0,1.0,1.0,0.97623277
1996-05-28,17.12999999999901,17.49999999999899,17.069999999999016,17.28,162086.40000000002,0.0251021599533552,0.3488372093038366,0.9958216,0.97623277,0.88778853,0.011445326,0.021407394,1.0,1.0,1.0,0.97623277
1996-05-29,17.399999999998993,17.44999999999899,17.099999999999014,17.25,75382.5,0.0201149425287917,-0.4285714285673561,0.9964923,0.97623277,0.88651335,0.011479154,0.021296274,1.0,1.0,1.0,0.97623277
1996-05-30,17.449999999999005,17.849999999998982,17.249999999999016,17.5,178045.0,0.0343839541547831,0.0833333333348583,0.99694693,0.97623277,0.88981086,0.011447452,0.021376379,1.0,1.0,1.0,0.97623277
1996-05-31,17.49999999999903,18.189999999998992,17.34999999999904,18.03,300902.67000000004,0.0480000000000544,0.6309523809528206,0.99722266,0.97623277,0.9009616,0.011802176,0.020813685,1.0,1.0,1.0,0.97623277
1996-06-03,18.269999999999072,19.989999999998982,18.269999999999072,19.69,615470.02,0.0941434044882817,0.8255813953489387,0.9973723,0.97623277,0.94323725,0.013160172,0.019857641,1.0,1.0,1.0,0.97623277
1996-06-04,20.56123919308209,21.398919308355808,20.40893371757778,21.14,769465.56,0.0481481481481944,0.5846153846163342,0.99744505,0.97623277,0.97569376,0.0148820095,0.018684981,1.0,1.0,1.0,0.97623277
1996-06-05,21.395684736089773,21.57842368045496,20.42107703280881,21.35,499574.66,0.0540925266904358,-0.0394736842091761,0.99747664,0.97623277,0.9851702,0.014695264,0.018778415,1.0,1.0,1.0,0.97623277
1996-06-06,21.38091428571276,21.92914285714129,20.330142857141404,21.32,428904.0,0.0747863247863681,-0.0380952380942619,0.9974889,0.97623277,0.985573,0.013971447,0.019143734,1.0,1.0,1.0,0.97623277
1996-06-07,22.10657439446214,23.415916955015685,21.77162629757635,22.0,628892.9,0.0743801652892981,-0.0648148148138503,0.99749315,0.97623277,0.98586327,0.013591096,0.019466119,1.0,1.0,1.0,0.97623277
1996-06-10,22.079545454543887,22.53636363636204,21.089772727271228,21.44,374640.64,0.0655172413793527,-0.442105263156535,0.9974945,0.5533551,0.98132366,0.013173587,0.019528765,1.0,1.0,1.0,0.5533551
1996-06-11,21.44112280701604,22.09592982455985,21.029964912279222,21.7,325655.25,0.0497159090909532,0.2428571428583431,0.9974949,0.5533551,0.977831,0.012359268,0.020401224,1.0,1.0,1.0,0.5533551
1996-06-12,22.07887610020162,22.96203114420968,22.04842247799445,22.49,466111.66,0.0413793103448708,0.4500000000011751,0.9974949,0.5533551,0.9770998,0.012584818,0.02031408,1.0,1.0,1.0,0.5533551
1996-06-13,22.080872483219995,22.91842281879041,22.00473154362269,22.69,256488.6,0.041379310344871,0.6666666666676039,0.9974949,0.5533551,0.9783036,0.013066681,0.019785754,1.0,1.0,1.0,0.5533551
1996-06-14,23.0264999999984,23.0264999999984,21.473124999998507,21.93,272448.0,0.0674603174603578,-0.7058823529397403,0.9974949,0.5533551,0.96919954,0.011958567,0.02075676,1.0,1.0,1.0,0.5533551
1996-06-17,22.14234285714128,22.14234285714128,21.243857142855624,21.32,180824.0,0.0405777166437848,-0.9152542372854208,0.9974949,0.9570094,0.9544218,0.01099113,0.02264148,1.0,1.0,1.0,0.9570094
1996-06-18,21.289006711407968,22.68999999999848,21.273778523488502,22.69,301501.5,0.0665236051502585,0.9892473118283324,0.9974949,0.9570094,0.95804954,0.011767841,0.021191655,1.0,1.0,1.0,0.9570094
1996-06-19,22.86017082785657,23.75873850196953,22.692641261496536,23.18,522122.1,0.04663557628252,0.3000000000011482,0.9974949,0.9570094,0.9636041,0.012257642,0.0204109,1.0,1.0,1.0,0.9570094
1996-06-20,22.99890885750815,24.522015404363,22.877060333759765,23.73,361222.3,0.0715231788079875,0.4444444444450995,0.9974949,0.9570094,0.9704441,0.012673586,0.01995568,1.0,1.0,1.0,0.9570094
1996-06-21,24.20810810810655,24.3603603603588,23.294594594593097,23.66,169836.66,0.0440251572327438,-0.5142857142838033,0.9974949,0.9570094,0.9702508,0.012324748,0.020213837,1.0,1.0,1.0,0.9570094
1996-06-24,23.60661049902634,23.89598185353053,23.30200907323245,23.5,177784.46,0.0251612903226217,-0.1794871794843153,0.9974949,0.9570094,0.9657549,0.011628537,0.021095386,1.0,1.0,1.0,0.9570094
1996-06-25,22.69059884095153,23.83274307791218,22.538312942690112,23.65,342436.5,0.0570469798658134,0.7411764705888396,0.9974949,0.9570094,0.9616925,0.011449988,0.021449303,1.0,1.0,1.0,0.9570094
1996-06-26,23.60334346504416,25.247963525834333,23.57288753799249,25.05,517286.7,0.0709677419355232,0.863636363636755,0.9974949,0.9570094,0.9707664,0.012397737,0.020535575,1.0,1.0,1.0,0.9570094
1996-06-27,25.61185945945808,28.291816216214688,25.61185945945808,28.17,792447.5,0.1046373365041966,0.9545454545456667,0.9974947,0.9570094,0.9887477,0.014244919,0.019340338,1.0,1.0,1.0,0.9570094
1996-06-28,27.406451612901755,28.31999999999848,26.614709677417924,28.32,498498.6,0.0622222222222565,0.5357142857148623,0.99749416,0.9570094,0.99222773,0.014891667,0.018897824,1.0,1.0,1.0,0.9570094
1996-07-01,27.33845505617824,28.633033707863564,26.805393258425465,27.11,259381.6,0.0668523676880564,-0.1249999999990991,0.99749243,0.9570094,0.98729485,0.0136258975,0.019361524,1.0,1.0,1.0,0.9570094
1996-07-02,27.07660079051231,27.4877752682085,26.61974025973876,26.97,136030.51,0.0320584926884497,-0.1228070175419693,0.99748737,0.93476987,0.98101693,0.0123383375,0.020303858,1.0,1.0,1.0,0.93476987
1996-07-03,27.110027100269537,28.252303523033703,26.97295392953784,28.1,347579.55,0.0471910112359902,0.7738095238101075,0.9974743,0.93476987,0.98115987,0.012474194,0.020527778,1.0,1.0,1.0,0.93476987
1996-07-04,28.097812499998536,29.620729166665125,27.884604166665213,29.24,425472.0,0.0617886178862123,0.6578947368426017,0.9974443,0.93476987,0.9849095,0.013359566,0.019865263,1.0,1.0,1.0,0.93476987
1996-07-05,29.23961661341697,29.666027689029303,28.097444089455376,28.6,312705.78,0.0536458333333656,-0.407766990290031,0.9973825,0.93476987,0.9812091,0.013215234,0.019591743,1.0,1.0,1.0,0.93476987
