step,held_p,duration,is_locked,threshold
0,0.5573755502700806,0,True,0.3
1,0.35150766372680664,1,True,0.3
2,0.34660279750823975,2,False,0.3
3,0.33344897627830505,3,False,0.3
4,0.33091264963150024,4,False,0.3
5,0.3220035135746002,5,False,0.3
6,0.32316070795059204,6,False,0.3
7,0.32209116220474243,7,False,0.3
8,0.3444427251815796,8,False,0.3
9,0.3647852838039398,9,False,0.3
10,0.39959704875946045,10,False,0.3
11,0.38329628109931946,1,True,0.3
12,0.40399354696273804,2,False,0.3
13,0.4057632088661194,3,False,0.3
14,0.40540626645088196,4,False,0.3
15,0.4092017114162445,5,False,0.3
16,0.41047951579093933,6,False,0.3
17,0.4312332272529602,7,False,0.3
18,0.4661666750907898,8,False,0.3
19,0.4933185875415802,9,False,0.3
20,0.5209221839904785,10,False,0.3
21,0.46822693943977356,1,True,0.3
22,0.47299453616142273,2,False,0.3
23,0.48296335339546204,3,False,0.3
24,0.48989591002464294,4,False,0.3
25,0.4972132444381714,5,False,0.3
26,0.5043641328811646,6,False,0.3
27,0.49731016159057617,7,False,0.3
28,0.48747995495796204,8,False,0.3
29,0.49120256304740906,9,False,0.3
30,0.5037776231765747,10,False,0.3
31,0.5902163982391357,1,True,0.3
32,0.5905294418334961,2,False,0.3
33,0.5768412351608276,3,False,0.3
34,0.5595467686653137,4,False,0.3
35,0.5578014850616455,5,False,0.3
36,0.5435804128646851,6,False,0.3
37,0.5377246737480164,7,False,0.3
38,0.526299774646759,8,False,0.3
39,0.5152392983436584,9,False,0.3
40,0.5085171461105347,10,False,0.3
41,0.38797444105148315,1,True,0.3
42,0.39214038848876953,2,False,0.3
43,0.398715078830719,3,False,0.3
44,0.4031923711299896,4,False,0.3
45,0.39865005016326904,5,False,0.3
46,0.396933913230896,6,False,0.3
47,0.38870441913604736,7,False,0.3
48,0.38283729553222656,8,False,0.3
49,0.382688045501709,9,False,0.3
50,0.3780639171600342,10,False,0.3
51,0.36141616106033325,1,True,0.3
52,0.34053951501846313,2,False,0.3
53,0.32368212938308716,3,False,0.3
54,0.3101738691329956,4,False,0.3
55,0.30142682790756226,5,False,0.3
56,0.3063313364982605,6,False,0.3
