step,held_p,duration,is_locked,threshold
0,0.5573755502700806,0,True,0.5
1,0.35150766372680664,1,True,0.5
2,0.34660279750823975,2,False,0.5
3,0.4060741662979126,1,True,0.5
4,0.40606170892715454,2,False,0.5
5,0.3544467091560364,1,True,0.5
6,0.33814698457717896,2,False,0.5
7,0.3615531027317047,1,True,0.5
8,0.37366724014282227,2,False,0.5
9,0.33889228105545044,1,True,0.5
10,0.3545559048652649,2,False,0.5
11,0.38327664136886597,1,True,0.5
12,0.403978168964386,2,False,0.5
13,0.35866665840148926,1,True,0.5
14,0.37096861004829407,2,False,0.5
15,0.39628663659095764,1,True,0.5
16,0.3941611349582672,2,False,0.5
17,0.3967127203941345,1,True,0.5
18,0.41434919834136963,2,False,0.5
19,0.3867429196834564,1,True,0.5
20,0.41097891330718994,2,False,0.5
21,0.4693036675453186,1,True,0.5
22,0.47085198760032654,2,False,0.5
23,0.504324197769165,1,True,0.5
24,0.5108271837234497,2,False,0.5
25,0.5236376523971558,3,False,0.5
26,0.5260550379753113,4,False,0.5
27,0.5197874903678894,5,False,0.5
28,0.5114716291427612,6,False,0.5
29,0.5149000883102417,7,False,0.5
30,0.5275725722312927,8,False,0.5
31,0.5351718068122864,9,False,0.5
32,0.5348861217498779,10,False,0.5
33,0.5790480375289917,1,True,0.5
34,0.5606186985969543,2,False,0.5
35,0.5652030110359192,3,False,0.5
36,0.5492740869522095,4,False,0.5
37,0.5404709577560425,5,False,0.5
38,0.5341535806655884,6,False,0.5
39,0.5292326211929321,7,False,0.5
40,0.5255460143089294,8,False,0.5
41,0.5325626730918884,9,False,0.5
42,0.529534101486206,10,False,0.5
43,0.4170963764190674,1,True,0.5
44,0.4136214256286621,2,False,0.5
45,0.30814409255981445,1,True,0.5
46,0.3014622926712036,2,False,0.5
47,0.32666224241256714,1,True,0.5
48,0.32282835245132446,2,False,0.5
49,0.2706879675388336,1,True,0.5
50,0.2711670398712158,2,False,0.5
51,0.36143040657043457,1,True,0.5
52,0.3405512571334839,2,False,0.5
53,0.2799166142940521,1,True,0.5
54,0.26155397295951843,2,False,0.5
55,0.26180216670036316,1,True,0.5
56,0.26577290892601013,2,False,0.5
