step,held_p,duration,is_locked,threshold
0,0.5573755502700806,0,True,0.4
1,0.35150766372680664,1,True,0.4
2,0.34660279750823975,2,False,0.4
3,0.4060741662979126,1,True,0.4
4,0.40606170892715454,2,False,0.4
5,0.39976727962493896,3,False,0.4
6,0.3905113637447357,4,False,0.4
7,0.3615541160106659,1,True,0.4
8,0.3736657500267029,2,False,0.4
9,0.33889228105545044,1,True,0.4
10,0.3545559048652649,2,False,0.4
11,0.38327664136886597,1,True,0.4
12,0.403978168964386,2,False,0.4
13,0.4057467579841614,3,False,0.4
14,0.40538763999938965,4,False,0.4
15,0.4091809093952179,5,False,0.4
16,0.41045764088630676,6,False,0.4
17,0.43121060729026794,7,False,0.4
18,0.4661438763141632,8,False,0.4
19,0.49329814314842224,9,False,0.4
20,0.5209046602249146,10,False,0.4
21,0.46822696924209595,1,True,0.4
22,0.47299453616142273,2,False,0.4
23,0.48296335339546204,3,False,0.4
24,0.48989591002464294,4,False,0.4
25,0.4972132444381714,5,False,0.4
26,0.5043641328811646,6,False,0.4
27,0.49731016159057617,7,False,0.4
28,0.48747995495796204,8,False,0.4
29,0.49120256304740906,9,False,0.4
30,0.5037776231765747,10,False,0.4
31,0.5902163982391357,1,True,0.4
32,0.5905294418334961,2,False,0.4
33,0.5768412351608276,3,False,0.4
34,0.5595467686653137,4,False,0.4
35,0.5578014850616455,5,False,0.4
36,0.5435804128646851,6,False,0.4
37,0.5377246737480164,7,False,0.4
38,0.526299774646759,8,False,0.4
39,0.5152392983436584,9,False,0.4
40,0.5085171461105347,10,False,0.4
41,0.38797444105148315,1,True,0.4
42,0.39214038848876953,2,False,0.4
43,0.4063272476196289,1,True,0.4
44,0.4044392704963684,2,False,0.4
45,0.40144261717796326,3,False,0.4
46,0.3949720561504364,4,False,0.4
47,0.38329261541366577,5,False,0.4
48,0.2830498516559601,1,True,0.4
49,0.2791672348976135,2,False,0.4
50,0.26679858565330505,1,True,0.4
51,0.26064610481262207,2,False,0.4
52,0.31031477451324463,1,True,0.4
53,0.2895641326904297,2,False,0.4
54,0.27293241024017334,1,True,0.4
55,0.2654796242713928,2,False,0.4
56,0.23065920174121857,1,True,0.4
