Date,portfolio_value,daily_return
2024-04-01,0.9891239919903739,-0.010876008009626039
2024-04-02,0.9902604972612143,0.001149001823879969
2024-04-03,0.9734091948407791,-0.017017039927414365
2024-04-04,0.988375796931581,0.01537544762277475
2024-04-05,0.9906607896182944,0.0023118662899346983
2024-04-08,0.9955940680926695,0.0049797857410666954
2024-04-09,0.9782308443818928,-0.017440063442765028
2024-04-10,0.9859646056362917,0.007905865265662986
2024-04-11,0.9702066257786581,-0.015982297708814958
2024-04-12,0.9599811349168588,-0.010539498071962384
2024-04-15,0.9611736810644605,0.0012422599822287238
2024-04-16,0.9362548644744295,-0.02592540461827299
2024-04-17,0.9212628763824827,-0.016012721173269993
2024-04-18,0.9109741053480817,-0.011168116395617647
2024-04-19,0.9227397618540312,0.012915467560358312
2024-04-22,0.930369256716738,0.008268306166168827
2024-04-23,0.930400063633105,3.311256917039974e-05
2024-04-24,0.9378390238931767,0.007995442552984743
2024-04-25,0.9394803258488176,0.001750089209155918
2024-04-26,0.9432891663481048,0.004054199321146884
2024-04-29,0.9311775330873006,-0.012839788362770853
2024-04-30,0.9273101882944412,-0.004153176655838346
2024-05-01,0.9325285144694397,0.005627379318021295
2024-05-02,0.9424943816844601,0.01068693027653993
2024-05-03,0.9479703754735024,0.005810107620223038
2024-05-06,0.9527968799180438,0.005091408518046386
2024-05-07,0.9527444547393557,-5.502240802119996e-05
2024-05-08,0.9612992881587468,0.008979147951830808
2024-05-09,0.9620023437126307,0.0007313596946801146
2024-05-10,0.9612327111300769,-0.0008000319204873323
2024-05-13,0.9667726402088095,0.005763358877185562
2024-05-14,0.9812214577690618,0.014945414215623206
2024-05-15,0.9757831969387833,-0.005542337855761012
2024-05-16,0.9757784533122495,-4.861352961041228e-06
2024-05-17,0.9819038648073668,0.006277461317499511
2024-05-20,0.9823205507947227,0.0004243653602867784
2024-05-21,0.9854867424931115,0.0032231756689069147
2024-05-22,0.9727449914310577,-0.012929398755603089
2024-05-23,0.9703687040629775,-0.002442867749526405
2024-05-24,0.9666170824179912,-0.0038661816166145483
2024-05-28,0.9536566799833174,-0.01340800061411428
2024-05-29,0.958038027547352,0.004594260865567744
2024-05-30,0.9647293199347322,0.006984370343325936
2024-05-31,0.9653698614261969,0.00066395980533479
2024-06-03,0.9685480897325593,0.0032922389991202256
2024-06-04,0.9846820209915516,0.016657852542404213
2024-06-05,0.9826848481792767,-0.002028241371020237
2024-06-06,0.9776685489903035,-0.005104687630288987
2024-06-07,0.9830315171248329,0.005485466562331413
2024-06-10,0.9859101094552154,0.0029282808132151785
2024-06-11,0.9984128340960352,0.012681404238494341
2024-06-12,0.9947487931854426,-0.0036698655961388696
2024-06-13,0.9923448924333653,-0.0024165907699967076
2024-06-14,1.0050625629641572,0.012815776679825709
2024-06-17,1.0080523406751927,0.0029747180137900944
2024-06-18,1.0015788454354473,-0.006421784840467153
2024-06-20,1.000758247658803,-0.0008193042219131954
2024-06-21,0.9965243994222236,-0.004230640363428718
2024-06-24,1.0011506926204894,0.004642428425182631
2024-06-25,0.9974690734686115,-0.003677387609093397
2024-06-26,1.0016120449788182,0.004153483672230348
2024-06-27,1.000142303691618,-0.0014673758113912978
2024-06-28,1.000141864402256,-4.3922685847419994e-07
